CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance
14968,249,Troy,Patel,1981-04-25,M,M,40000.00,0,Bachelors,Skilled Manual,1,0,0-1 Miles
14969,128,Julio,Vazquez,1981-08-08,S,M,30000.00,3,Partial College,Clerical,1,0,0-1 Miles
14970,258,Bruce,Chandra,1978-06-08,M,M,20000.00,0,High School,Manual,0,1,2-5 Miles
14971,183,Susan,Zhu,1976-09-09,M,F,20000.00,4,High School,Manual,0,2,0-1 Miles
14972,171,Cristina,Deng,1991-09-25,S,F,30000.00,3,Partial College,Clerical,1,1,0-1 Miles
14973,175,Alicia,Jai,1979-04-19,S,F,30000.00,3,Partial College,Clerical,1,1,0-1 Miles
14974,249,K.,Saravan,1992-05-24,S,M,30000.00,3,Partial College,Clerical,1,2,0-1 Miles
14975,231,Dalton,Scott,1977-07-30,M,M,40000.00,0,Bachelors,Skilled Manual,1,0,0-1 Miles
14976,183,Randy,Hu,1972-10-16,M,M,40000.00,0,Bachelors,Skilled Manual,1,1,0-1 Miles
14977,199,Stacy,Carlson,1993-12-23,S,F,30000.00,3,Partial College,Clerical,1,2,0-1 Miles
14978,134,Jamie,Ortega,1974-08-20,S,M,30000.00,4,Partial College,Clerical,1,1,0-1 Miles
14979,150,Rodney,Serrano,1978-09-06,S,M,30000.00,4,Partial College,Clerical,1,1,0-1 Miles
14980,178,Michele,Garcia,1967-06-08,S,F,30000.00,4,Partial College,Clerical,1,2,0-1 Miles
14981,256,April,Raji,1989-05-10,S,F,30000.00,4,Partial College,Clerical,1,3,0-1 Miles
14982,262,Kayla,Hughes,1982-10-23,M,F,30000.00,4,Partial College,Clerical,0,3,0-1 Miles
14983,268,Juan,Sanz,1972-01-10,S,M,30000.00,4,Partial College,Clerical,1,3,0-1 Miles
14984,275,Regina,Vance,1979-04-18,S,F,30000.00,5,Partial College,Clerical,1,1,0-1 Miles
14985,220,Jaclyn,Zhu,1993-11-17,S,F,20000.00,0,High School,Manual,0,1,2-5 Miles
14986,271,Richard,Martinez,1992-10-07,M,M,20000.00,0,High School,Manual,0,1,2-5 Miles
14987,189,Misty,Nara,1979-10-17,S,F,20000.00,0,High School,Manual,0,1,5-10 Miles
14988,248,Mandy,Lu,1969-11-21,M,F,10000.00,0,Partial High School,Manual,1,2,0-1 Miles
14989,212,Shawna,She,1962-07-30,S,F,20000.00,0,High School,Manual,0,1,5-10 Miles
14990,158,Nelson,Ramos,1974-04-20,S,M,30000.00,0,Partial College,Clerical,0,1,0-1 Miles
14991,272,Edwin,Zhao,1980-09-19,S,M,30000.00,0,Partial College,Clerical,0,1,0-1 Miles
14992,228,Dale,Andersen,1973-09-17,M,M,20000.00,0,Partial High School,Manual,1,1,5-10 Miles
14993,234,Sean,Morgan,1969-03-02,S,M,20000.00,0,Partial High School,Manual,1,1,2-5 Miles
14994,224,Seth,King,1966-02-26,S,M,20000.00,0,Partial High School,Manual,0,1,2-5 Miles
14995,198,Stefanie,Malhotra,1973-12-20,S,F,20000.00,0,Partial High School,Manual,0,2,1-2 Miles
14996,138,Ross,Gill,1994-01-03,S,M,30000.00,0,Partial College,Clerical,0,1,0-1 Miles
14997,161,Angel,Cooper,1990-06-03,M,M,30000.00,0,Partial College,Clerical,0,1,0-1 Miles
14998,224,Robert,Rodriguez,1988-11-06,S,M,20000.00,0,Partial High School,Manual,0,2,1-2 Miles
14999,261,Arianna,Morris,1977-11-13,S,F,10000.00,0,Partial High School,Manual,1,2,1-2 Miles
15000,178,Kelli,Zhou,1971-03-22,S,F,10000.00,0,Partial High School,Manual,0,2,0-1 Miles
15001,165,Autumn,Lu,1990-02-27,S,F,10000.00,0,Partial High School,Manual,0,2,1-2 Miles
15002,180,Jenny,Lin,1997-09-09,S,F,20000.00,0,Partial High School,Manual,0,2,0-1 Miles
15003,222,Dennis,Yang,1985-12-08,S,M,20000.00,0,Partial High School,Manual,0,2,1-2 Miles
15004,191,Suzanne,Hu,1968-01-06,S,F,20000.00,0,Partial High School,Manual,1,2,1-2 Miles
15005,337,Adrian,Cooper,1974-12-19,S,M,60000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
15006,383,Grace,Jackson,1983-04-15,M,F,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15007,49,Jaime,Rubio,1975-01-24,S,F,40000.00,0,Partial High School,Clerical,0,2,5-10 Miles
15008,70,Blake,Parker,1971-05-15,M,M,40000.00,0,Partial High School,Clerical,0,2,1-2 Miles
15009,634,Chloe,Patterson,1972-02-06,S,F,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15010,299,Cory,Suri,1977-05-09,M,M,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15011,315,Amber,Mitchell,1975-04-04,S,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15012,626,Emma,Hughes,1960-03-06,M,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15013,329,Julia,Campbell,1975-02-28,S,F,60000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
15014,19,Warren,Liu,1973-10-04,M,M,30000.00,0,Partial College,Clerical,0,2,1-2 Miles
15015,39,Randy,Liu,1970-06-25,M,M,30000.00,0,Partial College,Clerical,0,2,1-2 Miles
15016,300,Daniel,Clark,1987-08-26,S,M,40000.00,0,Partial High School,Clerical,0,2,1-2 Miles
15017,338,Amanda,Ramirez,1964-06-07,S,F,20000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
15018,39,Felicia,Martin,1987-01-07,M,F,30000.00,0,High School,Skilled Manual,0,2,1-2 Miles
15019,2,Mary,Ramos,1995-01-31,S,F,30000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15020,22,Christy,Ma,1960-03-12,M,F,30000.00,0,High School,Skilled Manual,0,2,1-2 Miles
15021,4,Lucas,Moore,1979-07-12,M,M,30000.00,0,High School,Skilled Manual,0,2,1-2 Miles
15022,17,Latasha,Gutierrez,1989-12-13,M,F,40000.00,0,Partial College,Clerical,0,2,1-2 Miles
15023,641,Juan,Watson,1963-08-23,M,M,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15024,32,Nathan,Jones,1982-08-17,M,M,30000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15025,36,Kristi,Subram,1977-01-18,S,F,40000.00,0,Partial College,Clerical,1,2,5-10 Miles
15026,21,Felicia,Diaz,1991-09-06,S,F,40000.00,0,Partial College,Clerical,1,2,5-10 Miles
15027,32,Tommy,Jai,1986-07-20,M,M,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15028,40,Tabitha,Alvarez,1988-09-13,S,F,10000.00,0,Partial College,Manual,0,1,0-1 Miles
15029,19,Alejandro,Ye,1966-07-02,S,M,10000.00,0,Partial College,Manual,1,1,2-5 Miles
15030,35,Jeffery,Zheng,1969-09-11,M,M,20000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15031,7,Darryl,Lin,1999-06-01,M,M,10000.00,0,High School,Manual,1,1,2-5 Miles
15032,19,Meredith,Suarez,1997-10-30,S,F,10000.00,1,High School,Manual,0,0,2-5 Miles
15033,11,Dana,Moreno,1966-06-14,S,F,10000.00,1,High School,Manual,0,0,2-5 Miles
15034,38,Hector,Suarez,1985-03-03,S,M,10000.00,1,High School,Manual,0,0,2-5 Miles
15035,25,Jay,Mehta,1969-02-06,S,M,10000.00,1,High School,Manual,0,0,2-5 Miles
15036,15,Derek,She,1981-10-27,S,M,20000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15037,14,Jaime,Raji,1991-03-14,S,M,20000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15038,9,Cedric,Yang,1991-06-12,M,M,20000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15039,31,Michele,Xie,1970-07-16,S,F,10000.00,1,High School,Manual,0,0,1-2 Miles
15040,29,George,Lopez,1967-01-28,M,M,10000.00,1,High School,Manual,1,0,2-5 Miles
15041,24,Michele,Goel,1979-05-23,M,F,10000.00,1,High School,Manual,1,0,2-5 Miles
15042,2,Bryant,Perez,1989-12-17,S,M,20000.00,0,Partial College,Manual,0,0,0-1 Miles
15043,35,Joel,Gonzalez,1987-06-07,S,M,20000.00,0,Partial College,Manual,1,0,0-1 Miles
15044,37,Valerie,Hu,1960-07-23,S,F,20000.00,0,Partial College,Manual,1,0,0-1 Miles
15045,218,Tasha,Luo,1990-03-26,M,F,20000.00,0,Partial College,Manual,1,0,0-1 Miles
15046,270,Casey,Tang,1973-10-29,M,F,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15047,249,Meghan,Vazquez,1966-08-11,M,F,30000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15048,271,Bonnie,Yuan,1969-05-13,M,F,30000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15049,155,Frank,Dominguez,1998-06-03,S,M,10000.00,1,High School,Manual,0,1,1-2 Miles
15050,160,Joshua,Miller,1999-11-19,S,M,20000.00,1,Partial College,Manual,0,0,1-2 Miles
15051,230,Harold,McDonald,1974-11-06,S,M,20000.00,1,Partial College,Manual,0,0,1-2 Miles
15052,253,Kari,Moreno,1987-10-27,M,F,20000.00,1,Partial College,Manual,1,0,2-5 Miles
15053,224,Kurt,Andersen,1974-01-25,S,M,10000.00,1,High School,Manual,0,1,2-5 Miles
15054,134,Roger,Anand,1969-12-03,S,M,20000.00,0,Partial College,Manual,1,1,1-2 Miles
15055,175,Patrick,Torres,1996-02-20,M,M,20000.00,0,Partial College,Manual,1,1,2-5 Miles
15056,244,Jaime,Suarez,1994-07-18,M,F,20000.00,0,Partial College,Manual,1,1,2-5 Miles
15057,253,Regina,Chandra,1970-08-21,S,F,20000.00,0,Partial College,Manual,1,1,2-5 Miles
15058,273,Julio,Suarez,1980-01-05,M,M,30000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15059,276,Lisa,Zhu,1965-12-06,M,F,30000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15060,222,Max,Vazquez,1963-08-23,S,M,20000.00,0,Partial College,Manual,1,1,2-5 Miles
15061,224,Margaret,Ma,1961-10-27,M,F,30000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15062,264,Jaime,Alonso,1989-09-02,S,F,30000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15063,155,Kari,Malhotra,1995-10-23,M,F,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15064,204,Erik,Rubio,1982-06-06,M,M,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15065,123,Alejandro,Gao,1994-06-01,S,M,10000.00,1,High School,Manual,0,1,2-5 Miles
15066,222,Diana,Munoz,1993-08-27,M,F,10000.00,1,High School,Manual,1,1,5-10 Miles
15067,209,Dana,Alvarez,1962-03-28,S,F,10000.00,2,High School,Manual,1,0,0-1 Miles
15068,160,Jessica,Barnes,1967-10-22,S,F,20000.00,0,Partial College,Manual,0,1,2-5 Miles
15069,162,Noah,Lal,1980-04-14,S,M,20000.00,0,Partial College,Manual,1,1,2-5 Miles
15070,204,Alfredo,Navarro,1963-12-12,S,M,10000.00,2,High School,Manual,1,0,0-1 Miles
15071,187,Krista,Gutierrez,1969-06-06,S,F,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15072,224,Whitney,Subram,1989-08-24,S,F,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15073,164,Tasha,Chander,1970-12-05,M,F,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15074,171,Elizabeth,Perry,1960-03-23,M,F,10000.00,0,Bachelors,Clerical,0,2,0-1 Miles
15075,237,Alexa,Kelly,1961-07-22,M,F,10000.00,0,Bachelors,Clerical,0,2,0-1 Miles
15076,162,Sheila,Ramos,1960-03-20,M,F,20000.00,0,Partial College,Manual,0,1,1-2 Miles
15077,279,Dominique,Lopez,1981-09-02,M,F,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15078,238,Jacob,Wilson,1966-03-21,S,M,30000.00,0,Bachelors,Clerical,0,0,1-2 Miles
15079,223,Jose,Martin,1964-10-13,M,M,30000.00,0,Bachelors,Clerical,1,0,0-1 Miles
15080,134,Evelyn,Chandra,1990-04-13,M,F,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15081,256,Daisy,Munoz,1968-07-28,M,F,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15082,190,Kelvin,Lal,1987-03-19,M,M,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15083,265,Teresa,Gutierrez,1996-07-01,M,F,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15084,133,Adrienne,Serrano,1982-01-12,S,F,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15085,212,Kristin,Jai,1967-09-19,S,F,40000.00,0,Graduate Degree,Clerical,1,0,0-1 Miles
15086,224,Latasha,Dominguez,1975-10-20,S,F,50000.00,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
15087,232,Robin,Sanz,1998-01-16,S,F,50000.00,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles
15088,239,Colleen,Cai,1967-11-08,S,F,50000.00,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
15089,268,Martin,Prasad,1981-03-19,M,M,50000.00,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
15090,155,Troy,Mehta,1981-11-30,S,M,10000.00,1,High School,Manual,1,2,0-1 Miles
15091,144,Jermaine,Madan,1970-07-30,M,M,20000.00,1,Partial College,Manual,1,0,2-5 Miles
15092,161,Adrian,Morris,1967-01-19,M,M,80000.00,2,Partial College,Professional,1,1,2-5 Miles
15093,198,Johnny,Moyer,1995-03-08,M,M,70000.00,1,High School,Professional,1,2,2-5 Miles
15094,193,Wendy,Ortega,1994-03-30,M,F,70000.00,1,High School,Professional,1,2,10+ Miles
15095,211,Jodi,Shan,1960-08-31,M,F,70000.00,1,High School,Professional,0,2,2-5 Miles
15096,156,Gary,Schare,1995-09-10,M,M,80000.00,0,Bachelors,Management,1,2,10+ Miles
15097,241,Morgan,Bennett,1964-01-22,M,F,110000.00,4,Bachelors,Management,1,4,5-10 Miles
15098,207,Diana,Sanz,1963-11-21,S,F,80000.00,0,Partial College,Professional,0,2,10+ Miles
15099,185,Alvin,Ma,1982-10-08,S,M,80000.00,0,Partial College,Professional,1,2,10+ Miles
15100,171,Brenda,Chandra,1962-07-08,M,F,110000.00,4,Bachelors,Management,0,4,5-10 Miles
15101,162,Shawn,Shan,1998-06-28,S,M,120000.00,5,Bachelors,Management,1,1,10+ Miles
15102,243,Allen,Malhotra,1983-10-12,M,M,130000.00,4,Partial College,Professional,1,4,0-1 Miles
15103,269,Jonathan,Lopez,1963-05-16,M,M,80000.00,2,Partial College,Professional,1,2,10+ Miles
15104,224,Ashley,Thompson,1977-12-02,M,F,80000.00,2,Partial College,Professional,1,2,2-5 Miles
15105,163,Tina,Rana,1973-07-23,M,F,100000.00,4,High School,Professional,1,3,10+ Miles
15106,265,Shannon,Navarro,1960-05-04,M,M,170000.00,4,High School,Professional,1,4,10+ Miles
15107,191,Roy,Saunders,1990-12-28,M,M,90000.00,2,Partial College,Professional,1,2,2-5 Miles
15108,252,Colleen,Gao,1995-07-26,M,F,130000.00,5,Partial College,Professional,1,2,0-1 Miles
15109,219,Meghan,Carlson,1970-12-29,M,F,80000.00,1,High School,Professional,1,2,10+ Miles
15110,147,Janelle,Prasad,1991-02-03,M,F,100000.00,4,Partial College,Professional,1,4,2-5 Miles
15111,192,Leah,Huang,1987-04-07,M,F,80000.00,1,High School,Professional,1,3,2-5 Miles
15112,195,Alicia,Luo,1974-07-02,M,F,80000.00,1,High School,Professional,1,3,2-5 Miles
15113,127,Robert,Smith,1988-08-06,M,M,80000.00,2,High School,Professional,1,2,10+ Miles
15114,176,Erika,Munoz,1964-02-03,M,F,110000.00,5,Partial College,Professional,1,2,10+ Miles
15115,186,Christian,Patterson,1971-03-07,S,M,90000.00,1,High School,Management,1,3,10+ Miles
15116,133,Mackenzie,Ramirez,1972-11-23,M,F,100000.00,4,Partial College,Management,0,4,5-10 Miles
15117,129,Dana,Dominguez,1963-10-14,M,F,100000.00,4,Partial College,Management,1,4,10+ Miles
15118,269,Nelson,Ortega,1986-10-30,M,M,170000.00,5,High School,Management,1,4,10+ Miles
15119,256,Johnny,Tang,1976-01-18,M,M,120000.00,5,Partial High School,Professional,1,4,10+ Miles
15120,34,Erika,Suarez,1990-09-07,M,F,70000.00,0,Bachelors,Professional,1,2,10+ Miles
15121,32,Brendan,Andersen,1978-04-23,S,M,70000.00,0,Bachelors,Professional,0,3,10+ Miles
15122,27,Abby,Raman,1991-10-11,S,F,70000.00,0,Bachelors,Professional,1,3,10+ Miles
15123,33,Sergio,Lopez,1969-06-19,S,M,70000.00,0,Bachelors,Professional,1,3,10+ Miles
15124,37,Wendy,Hernandez,1993-05-16,S,F,60000.00,0,Bachelors,Professional,1,4,10+ Miles
15125,26,Cory,Martinez,1977-03-16,S,M,80000.00,0,Bachelors,Professional,0,3,10+ Miles
15126,31,Manuel,Sanchez,1988-01-08,S,M,80000.00,0,Bachelors,Professional,1,3,10+ Miles
15127,5,Wesley,Yang,1972-09-27,S,M,90000.00,0,Bachelors,Professional,0,2,10+ Miles
15128,26,Angelica,Barnes,1988-04-11,S,F,70000.00,0,Bachelors,Professional,0,4,10+ Miles
15129,25,Jennifer,Patterson,1960-07-26,M,F,90000.00,0,Bachelors,Professional,0,3,10+ Miles
15130,16,Roger,Ma,1976-01-04,S,M,90000.00,0,Bachelors,Professional,0,3,10+ Miles
15131,8,Lacey,Sun,1964-04-13,S,F,80000.00,0,Bachelors,Professional,1,3,10+ Miles
15132,14,Jenny,Pal,1995-06-29,M,F,100000.00,5,High School,Management,1,2,10+ Miles
15133,20,Raul,Rai,1981-05-03,M,M,120000.00,5,Partial High School,Professional,1,4,10+ Miles
15134,20,Meagan,Raman,1996-08-06,S,F,90000.00,0,Bachelors,Professional,1,3,10+ Miles
15135,18,Derek,Kumar,1960-05-22,S,M,90000.00,0,Bachelors,Professional,0,3,10+ Miles
15136,27,Emma,Johnson,1983-09-13,M,F,100000.00,5,High School,Management,0,3,10+ Miles
15137,18,Luke,Foster,1998-10-26,M,M,100000.00,5,High School,Management,1,3,10+ Miles
15138,18,Monique,Hernandez,1967-10-26,S,F,100000.00,5,High School,Management,1,3,10+ Miles
15139,38,Colin,She,1976-05-02,M,M,80000.00,0,Bachelors,Professional,0,4,10+ Miles
15140,18,Diane,Bradley,1991-11-06,S,F,80000.00,0,Bachelors,Professional,0,4,10+ Miles
15141,16,Sandra,Zheng,1987-07-16,S,F,80000.00,0,Bachelors,Professional,1,4,10+ Miles
15142,32,Karl,Nara,1971-06-11,M,M,130000.00,5,High School,Management,1,4,10+ Miles
15143,16,Kelvin,Wang,1997-05-04,M,M,90000.00,0,Bachelors,Professional,1,4,10+ Miles
15144,24,Deanna,Serrano,1986-02-20,S,F,90000.00,0,Bachelors,Professional,1,4,10+ Miles
15145,34,Crystal,Lu,1997-08-05,S,F,90000.00,0,Bachelors,Professional,1,4,10+ Miles
15146,5,Adriana,Sara,1977-08-31,M,F,100000.00,5,High School,Management,1,4,10+ Miles
15147,27,Clarence,Chen,1993-09-29,M,M,100000.00,5,High School,Management,1,4,10+ Miles
15148,27,James,West,1968-10-16,M,M,90000.00,0,Bachelors,Professional,1,4,10+ Miles
15149,21,Natalie,Morgan,1983-09-06,M,F,90000.00,0,Bachelors,Professional,0,4,10+ Miles
15150,14,Colleen,Shan,1960-05-22,M,F,110000.00,5,High School,Management,0,4,10+ Miles
15151,6,Karl,Shen,1991-08-31,M,M,110000.00,5,Partial High School,Professional,1,4,10+ Miles
15152,40,Meghan,Moreno,1990-03-04,M,F,110000.00,5,Partial High School,Professional,1,4,10+ Miles
15153,2,Kristen,Li,1971-06-14,M,F,110000.00,5,Partial High School,Professional,0,4,10+ Miles
15154,28,Joe,Hernandez,1962-10-31,M,M,130000.00,5,Partial High School,Management,1,4,10+ Miles
15155,310,Jamie,Harrison,1998-10-24,M,F,70000.00,0,Graduate Degree,Management,1,2,10+ Miles
15156,311,Dylan,Foster,1976-03-31,M,M,90000.00,0,Bachelors,Management,1,2,5-10 Miles
15157,54,Jordan,Gonzalez,1993-09-27,M,M,100000.00,3,Graduate Degree,Management,1,3,5-10 Miles
15158,338,Victoria,Moore,1978-10-13,M,F,100000.00,3,Graduate Degree,Management,1,3,5-10 Miles
15159,648,Eric,Washington,1969-10-04,M,M,100000.00,3,Graduate Degree,Management,1,3,1-2 Miles
15160,307,Candace,Van,1998-09-27,M,F,80000.00,0,Bachelors,Management,1,2,5-10 Miles
15161,352,Trinity,James,1968-10-28,S,F,90000.00,0,Bachelors,Management,1,2,5-10 Miles
15162,53,Kaitlyn,Barnes,1992-12-02,M,F,100000.00,3,Graduate Degree,Management,1,3,5-10 Miles
15163,648,Victoria,Murphy,1970-12-19,M,F,100000.00,3,Graduate Degree,Management,1,3,5-10 Miles
15164,339,Savannah,Collins,1997-01-07,M,F,100000.00,3,Graduate Degree,Management,1,3,5-10 Miles
15165,310,Carl,Anand,1995-11-16,M,M,100000.00,3,Graduate Degree,Management,1,3,5-10 Miles
15166,311,Nina,Goel,1996-08-16,M,F,130000.00,3,Bachelors,Management,1,4,0-1 Miles
15167,614,Sara,Hernandez,1998-07-11,M,F,130000.00,3,Bachelors,Management,1,4,0-1 Miles
15168,632,Xavier,Bell,1998-04-09,M,M,70000.00,0,Bachelors,Management,1,2,10+ Miles
15169,32,Zachary,Miller,1961-03-17,M,M,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15170,17,Jermaine,Martinez,1964-12-09,M,M,80000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15171,23,Destiny,Jones,1967-01-20,S,F,80000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15172,68,Alexandra,Hill,1965-03-09,S,F,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15173,539,Miguel,Henderson,1992-11-22,S,M,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
15174,302,Trinity,Rogers,1990-10-20,S,F,30000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15175,41,Kristi,Malhotra,1986-01-23,S,F,70000.00,0,Partial College,Professional,1,2,5-10 Miles
15176,49,Kristi,Ramos,1979-04-18,M,F,70000.00,0,Partial College,Professional,1,2,5-10 Miles
15177,311,Jorge,Lu,1969-01-14,S,M,70000.00,0,Partial College,Professional,0,2,0-1 Miles
15178,32,Drew,Tang,1992-11-10,M,M,80000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15179,22,Jay,Rubio,1963-01-06,S,M,70000.00,0,High School,Skilled Manual,0,2,1-2 Miles
15180,20,Jillian,Suri,1994-06-13,S,F,70000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15181,30,Rosa,Huang,1967-02-06,S,F,70000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15182,31,Deanna,Srini,1970-03-13,S,F,70000.00,0,High School,Skilled Manual,1,2,5-10 Miles
15183,29,Michele,Raji,1995-05-13,S,F,70000.00,0,High School,Professional,0,2,5-10 Miles
15184,24,Mathew,Hernandez,1988-02-09,S,M,130000.00,1,Graduate Degree,Management,1,1,5-10 Miles
15185,39,Jonathan,Evans,1971-08-28,M,M,130000.00,1,Graduate Degree,Management,1,1,0-1 Miles
15186,28,Leah,Yang,1985-11-06,M,F,130000.00,1,Graduate Degree,Management,1,2,0-1 Miles
15187,51,Benjamin,Brown,1994-07-14,S,M,80000.00,0,Bachelors,Management,0,1,0-1 Miles
15188,627,Isaac,Watson,1985-12-26,S,M,60000.00,0,Partial College,Professional,1,2,5-10 Miles
15189,633,Kayla,Russell,1976-02-29,M,F,60000.00,0,Partial College,Professional,1,2,5-10 Miles
15190,302,Katherine,Watson,1992-01-05,S,F,60000.00,0,Partial College,Professional,0,2,5-10 Miles
15191,307,Andres,Kumar,1985-08-07,S,M,60000.00,0,High School,Professional,0,2,5-10 Miles
15192,28,Tasha,Shan,1995-04-09,S,F,130000.00,1,Graduate Degree,Management,0,3,0-1 Miles
15193,310,Samuel,King,1966-09-02,S,M,120000.00,2,Bachelors,Management,1,3,2-5 Miles
15194,310,Erik,Suarez,1962-05-26,S,M,120000.00,2,Bachelors,Management,0,3,0-1 Miles
15195,311,Edwin,Huang,1990-01-16,S,M,120000.00,2,Bachelors,Management,1,3,2-5 Miles
15196,314,Isaiah,Reed,1985-04-12,S,M,120000.00,2,Bachelors,Management,1,4,2-5 Miles
15197,68,Elijah,Kumar,1985-01-12,M,M,60000.00,0,High School,Professional,0,2,1-2 Miles
15198,315,Lauren,Watson,1974-08-27,M,F,60000.00,0,High School,Professional,0,2,1-2 Miles
15199,299,Joe,Jordan,1992-09-10,M,M,70000.00,2,Partial College,Professional,1,0,5-10 Miles
15200,302,Mindy,Simpson,1992-02-20,M,F,70000.00,2,Partial College,Professional,1,0,0-1 Miles
15201,70,Miranda,Washington,1979-04-14,S,F,90000.00,0,Partial College,Professional,1,1,2-5 Miles
15202,322,Blake,Bryant,1968-02-03,M,M,90000.00,0,Partial College,Professional,1,1,5-10 Miles
15203,315,David,Lewis,1972-05-30,M,M,90000.00,0,Partial College,Professional,1,1,2-5 Miles
15204,8,Deanna,Gonzalez,1963-07-30,M,F,90000.00,4,Bachelors,Professional,1,0,1-2 Miles
15205,10,Shawna,Black,1994-04-29,S,F,90000.00,4,Bachelors,Professional,1,0,1-2 Miles
15206,30,Maurice,Andersen,1991-05-19,M,M,90000.00,4,Bachelors,Professional,0,0,0-1 Miles
15207,27,Josue,Diaz,1978-02-18,S,M,100000.00,0,Graduate Degree,Management,1,0,2-5 Miles
15208,5,Colleen,Luo,1962-11-06,M,F,60000.00,0,Bachelors,Professional,1,1,5-10 Miles
15209,36,Frank,Romero,1968-08-09,M,M,60000.00,0,Bachelors,Professional,1,1,0-1 Miles
15210,28,Kurt,Raje,1987-10-01,S,M,60000.00,0,Bachelors,Professional,1,1,5-10 Miles
15211,28,Kenneth,Luo,1977-08-10,S,M,60000.00,0,Partial College,Skilled Manual,0,1,0-1 Miles
15212,4,Marcus,Henderson,1982-03-10,M,M,60000.00,0,Bachelors,Professional,1,1,5-10 Miles
15213,31,Briana,Martin,1977-08-11,M,F,60000.00,0,Partial College,Skilled Manual,1,1,0-1 Miles
15214,21,Amanda,Jenkins,1980-12-12,S,F,100000.00,0,Graduate Degree,Management,0,1,1-2 Miles
15215,34,Alberto,Jiménez,1971-07-30,S,M,100000.00,0,Graduate Degree,Management,0,1,1-2 Miles
15216,33,Desiree,Gutierrez,1995-03-18,M,F,60000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
15217,35,Ethan,Jai,1980-11-08,S,M,60000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
15218,29,Willie,Johnsen,1961-12-12,S,M,70000.00,0,Bachelors,Professional,1,1,5-10 Miles
15219,29,Clayton,Chen,1997-02-19,S,M,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
15220,3,Micah,Liu,1989-08-24,S,M,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
15221,8,Troy,Arun,1998-06-30,S,M,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
15222,35,Cynthia,Patel,1966-06-19,M,F,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
15223,11,Ebony,Martin,1988-11-28,S,F,70000.00,0,Bachelors,Professional,1,1,5-10 Miles
15224,12,Pedro,Gutierrez,1999-09-07,S,M,70000.00,0,Bachelors,Professional,0,1,5-10 Miles
